catid,xcat,lcat,mcat,scat
50004040,출산/육아,유아동잡화,신발,구두
50004041,출산/육아,유아동잡화,신발,부츠/털신
50004199,출산/육아,유아동잡화,신발,실내화
50005465,출산/육아,유아동잡화,신발,슬리퍼
50001153,출산/육아,유아동잡화,가방,
50004201,출산/육아,유아동잡화,가방,신발주머니/보조가방
50004202,출산/육아,유아동잡화,가방,토트백/숄더백
50004203,출산/육아,유아동잡화,가방,백팩
50004204,출산/육아,유아동잡화,가방,크로스백
50004205,출산/육아,유아동잡화,가방,캐리어백
50004206,출산/육아,유아동잡화,가방,미아방지가방
50000348,출산/육아,유아동잡화,지갑,
50000349,출산/육아,유아동잡화,모자,
50000350,출산/육아,유아동잡화,장갑,
50000351,출산/육아,유아동잡화,귀마개,
50000352,출산/육아,유아동잡화,목도리,
50000353,출산/육아,유아동잡화,스카프,
50000356,출산/육아,유아동잡화,앞치마/토시/두건,
50000357,출산/육아,유아동잡화,넥타이,
50000358,출산/육아,유아동잡화,선글라스,
50000223,출산/육아,유아동잡화,양말,
50007126,출산/육아,유아동잡화,타이즈,
50000226,출산/육아,유아동잡화,우산,
50000227,출산/육아,유아동잡화,벨트/멜빵,
50007110,출산/육아,유아동잡화,헤어액세서리,
50007111,출산/육아,유아동잡화,헤어액세서리,헤어밴드
50007112,출산/육아,유아동잡화,헤어액세서리,헤어핀
50007113,출산/육아,유아동잡화,헤어액세서리,헤어끈
50000269,출산/육아,유아동잡화,기타유아동잡화,
50007135,출산/육아,유아동언더웨어/잠옷,,
50007136,출산/육아,유아동언더웨어/잠옷,잠옷/홈웨어,
50007137,출산/육아,유아동언더웨어/잠옷,수면조끼,
50007138,출산/육아,유아동언더웨어/잠옷,내의/내복,
50007139,출산/육아,유아동언더웨어/잠옷,러닝,
50007140,출산/육아,유아동언더웨어/잠옷,팬티,
50007141,출산/육아,유아동언더웨어/잠옷,브라,
50007142,출산/육아,유아동언더웨어/잠옷,러닝팬티세트,
50007143,출산/육아,유아동언더웨어/잠옷,브라팬티세트,
50007144,출산/육아,유아동언더웨어/잠옷,속치마/속바지,
50007145,출산/육아,유아동언더웨어/잠옷,배변훈련팬티,
50000142,출산/육아,완구/매트,,
50000371,출산/육아,완구/매트,놀이방매트,
50001154,출산/육아,완구/매트,작동완구,
50004210,출산/육아,완구/매트,작동완구,로봇
50004212,출산/육아,완구/매트,작동완구,자동차
50004208,출산/육아,완구/매트,작동완구,동물작동완구
50004209,출산/육아,완구/매트,작동완구,기차
50004211,출산/육아,완구/매트,작동완구,로봇강아지
50004213,출산/육아,완구/매트,작동완구,비행기
50006843,출산/육아,완구/매트,작동완구,팽이
50004216,출산/육아,완구/매트,작동완구,오토바이
50004217,출산/육아,완구/매트,작동완구,장난감총
50004218,출산/육아,완구/매트,작동완구,헬기
50004642,출산/육아,완구/매트,작동완구,기타작동완구
50001155,출산/육아,완구/매트,감각발달완구,
50004219,출산/육아,완구/매트,감각발달완구,도형끼우기
50004220,출산/육아,완구/매트,감각발달완구,링쌓기/컵쌓기
50004221,출산/육아,완구/매트,감각발달완구,멜로디완구
50004224,출산/육아,완구/매트,감각발달완구,비눗방울
50004225,출산/육아,완구/매트,감각발달완구,아기전화기
50004227,출산/육아,완구/매트,감각발달완구,헝겊완구/헝겊책
50004643,출산/육아,완구/매트,감각발달완구,기타감각발달완구
50001156,출산/육아,완구/매트,공간놀이기구,
50004228,출산/육아,완구/매트,공간놀이기구,그네/그네봉
50004229,출산/육아,완구/매트,공간놀이기구,놀이집
50004230,출산/육아,완구/매트,공간놀이기구,다기능놀이터
50004231,출산/육아,완구/매트,공간놀이기구,미끄럼틀
50004232,출산/육아,완구/매트,공간놀이기구,볼텐트/놀이텐트
50001157,출산/육아,완구/매트,물놀이용품,
50004239,출산/육아,완구/매트,물놀이용품,풀장
50004233,출산/육아,완구/매트,물놀이용품,구명조끼
50004234,출산/육아,완구/매트,물놀이용품,목튜브/암링
50004237,출산/육아,완구/매트,물놀이용품,보행기튜브
50004240,출산/육아,완구/매트,물놀이용품,튜브
50004242,출산/육아,완구/매트,물놀이용품,물총
50004235,출산/육아,완구/매트,물놀이용품,스노클링
50004243,출산/육아,완구/매트,물놀이용품,비치볼
50004236,출산/육아,완구/매트,물놀이용품,보트
50001158,출산/육아,완구/매트,미술놀이,
50004246,출산/육아,완구/매트,미술놀이,클레이
50004248,출산/육아,완구/매트,미술놀이,플레이콘/매직콘
50004249,출산/육아,완구/매트,미술놀이,그림판
50004251,출산/육아,완구/매트,미술놀이,물감
50004252,출산/육아,완구/매트,미술놀이,색연필
50004253,출산/육아,완구/매트,미술놀이,색칠공부
50004254,출산/육아,완구/매트,미술놀이,스케치북
50004255,출산/육아,완구/매트,미술놀이,이젤
50004256,출산/육아,완구/매트,미술놀이,크레욜라
50004257,출산/육아,완구/매트,미술놀이,크레파스
50006998,출산/육아,완구/매트,미술놀이,종이접기
50006999,출산/육아,완구/매트,미술놀이,오리기
50004250,출산/육아,완구/매트,미술놀이,기타미술놀이
50001159,출산/육아,완구/매트,블록,
50004258,출산/육아,완구/매트,블록,레고
50004261,출산/육아,완구/매트,블록,옥스포드
50004259,출산/육아,완구/매트,블록,빅블록
50004260,출산/육아,완구/매트,블록,사각/십자블록
50004262,출산/육아,완구/매트,블록,원목블록
50004263,출산/육아,완구/매트,블록,자석블록
50004264,출산/육아,완구/매트,블록,종이/소프트블록
50001160,출산/육아,완구/매트,스포츠완구,
50004265,출산/육아,완구/매트,스포츠완구,골프
50004266,출산/육아,완구/매트,스포츠완구,공/소프트볼
50004267,출산/육아,완구/매트,스포츠완구,볼링
50004269,출산/육아,완구/매트,스포츠완구,스카이콩콩
50004270,출산/육아,완구/매트,스포츠완구,스키/눈썰매
50004271,출산/육아,완구/매트,스포츠완구,야구/캐치볼
50004272,출산/육아,완구/매트,스포츠완구,축구대
50004273,출산/육아,완구/매트,스포츠완구,농구대
50004274,출산/육아,완구/매트,스포츠완구,트램펄린/덤블링
50004275,출산/육아,완구/매트,스포츠완구,펀치백/권투
50004276,출산/육아,완구/매트,스포츠완구,헬스기구
50004277,출산/육아,완구/매트,스포츠완구,호핑볼/점핑볼
50004644,출산/육아,완구/매트,스포츠완구,기타스포츠완구
50001161,출산/육아,완구/매트,승용완구,
50004413,출산/육아,완구/매트,승용완구,킥보드/씽씽이
50004410,출산/육아,완구/매트,승용완구,전동차
50004405,출산/육아,완구/매트,승용완구,붕붕카
50004406,출산/육아,완구/매트,승용완구,스프링카
50004407,출산/육아,완구/매트,승용완구,시소
50004409,출산/육아,완구/매트,승용완구,왜건
50004412,출산/육아,완구/매트,승용완구,지붕차
50004414,출산/육아,완구/매트,승용완구,트레일러
50004415,출산/육아,완구/매트,승용완구,흔들말
50004645,출산/육아,완구/매트,승용완구,기타승용완구
50001162,출산/육아,완구/매트,유아/어린이자전거,
50004416,출산/육아,완구/매트,유아/어린이자전거,다기능자전거
50004417,출산/육아,완구/매트,유아/어린이자전거,보조바퀴체인자전거
50004418,출산/육아,완구/매트,유아/어린이자전거,세발자전거
50005415,출산/육아,완구/매트,유아/어린이자전거,밸런스자전거
50001163,출산/육아,완구/매트,신생아/영유아완구,
50004419,출산/육아,완구/매트,신생아/영유아완구,딸랑이
50004420,출산/육아,완구/매트,신생아/영유아완구,모빌
50004421,출산/육아,완구/매트,신생아/영유아완구,아기체육관
50004422,출산/육아,완구/매트,신생아/영유아완구,아기걸음마
50004423,출산/육아,완구/매트,신생아/영유아완구,오뚝이
50004424,출산/육아,완구/매트,신생아/영유아완구,치아발육기
50004425,출산/육아,완구/매트,신생아/영유아완구,베이비룸
50004426,출산/육아,완구/매트,신생아/영유아완구,플레이매트
50004427,출산/육아,완구/매트,신생아/영유아완구,신생아완구세트
50004646,출산/육아,완구/매트,신생아/영유아완구,기타신생아/영유아완구
50001164,출산/육아,완구/매트,언어/학습완구,
50004428,출산/육아,완구/매트,언어/학습완구,학습보드판
50004430,출산/육아,완구/매트,언어/학습완구,낱말카드/학습카드
50004431,출산/육아,완구/매트,언어/학습완구,디지털학습완구
50004432,출산/육아,완구/매트,언어/학습완구,사운드북
50004433,출산/육아,완구/매트,언어/학습완구,스티커북
50004434,출산/육아,완구/매트,언어/학습완구,색칠북
50004435,출산/육아,완구/매트,언어/학습완구,유아용컴퓨터
50004436,출산/육아,완구/매트,언어/학습완구,자석놀이
50004437,출산/육아,완구/매트,언어/학습완구,학습벽보
50004429,출산/육아,완구/매트,언어/학습완구,기타언어/학습완구
50001165,출산/육아,완구/매트,역할놀이/소꿉놀이,
50004438,출산/육아,완구/매트,역할놀이/소꿉놀이,공구놀이
50004439,출산/육아,완구/매트,역할놀이/소꿉놀이,낚시놀이
50004440,출산/육아,완구/매트,역할놀이/소꿉놀이,모래놀이
50004441,출산/육아,완구/매트,역할놀이/소꿉놀이,병원놀이
50004442,출산/육아,완구/매트,역할놀이/소꿉놀이,소꿉놀이
50004443,출산/육아,완구/매트,역할놀이/소꿉놀이,가게놀이
50004444,출산/육아,완구/매트,역할놀이/소꿉놀이,가사놀이
50004445,출산/육아,완구/매트,역할놀이/소꿉놀이,인형유모차
50004446,출산/육아,완구/매트,역할놀이/소꿉놀이,주방놀이
50004447,출산/육아,완구/매트,역할놀이/소꿉놀이,쿠킹토이
50004448,출산/육아,완구/매트,역할놀이/소꿉놀이,화장놀이
50004647,출산/육아,완구/매트,역할놀이/소꿉놀이,기타역할놀이/소꿉놀이
50001166,출산/육아,완구/매트,원목교구/가베,
50004449,출산/육아,완구/매트,원목교구/가베,가베
50004450,출산/육아,완구/매트,원목교구/가베,도미노
50004451,출산/육아,완구/매트,원목교구/가베,도형쌓기
50004452,출산/육아,완구/매트,원목교구/가베,롤러코스터
50004453,출산/육아,완구/매트,원목교구/가베,셈놀이/숫자놀이판
50004454,출산/육아,완구/매트,원목교구/가베,실꿰기/구슬꿰기
50004455,출산/육아,완구/매트,원목교구/가베,원목큐브
50004456,출산/육아,완구/매트,원목교구/가베,하노이탑
50001167,출산/육아,완구/매트,자연/과학완구,
50004457,출산/육아,완구/매트,자연/과학완구,공룡
50004458,출산/육아,완구/매트,자연/과학완구,동물학습
50004459,출산/육아,완구/매트,자연/과학완구,과학상자
50004460,출산/육아,완구/매트,자연/과학완구,기초로봇
50004461,출산/육아,완구/매트,자연/과학완구,망원경
50004462,출산/육아,완구/매트,자연/과학완구,물로켓/고무동력기
50004463,출산/육아,완구/매트,자연/과학완구,식물학습
50004464,출산/육아,완구/매트,자연/과학완구,곤충학습
50004466,출산/육아,완구/매트,자연/과학완구,현미경
50001168,출산/육아,완구/매트,유아동퍼즐,
50004467,출산/육아,완구/매트,유아동퍼즐,구슬퍼즐
50004468,출산/육아,완구/매트,유아동퍼즐,도형퍼즐/칠교놀이
50004469,출산/육아,완구/매트,유아동퍼즐,원목/꼭지퍼즐
50004470,출산/육아,완구/매트,유아동퍼즐,종이/입체퍼즐
50004471,출산/육아,완구/매트,유아동퍼즐,직소퍼즐/액자
50004473,출산/육아,완구/매트,유아동퍼즐,큐브/소마큐브
50004474,출산/육아,완구/매트,유아동퍼즐,숫자퍼즐
50004475,출산/육아,완구/매트,유아동퍼즐,그림퍼즐
50004648,출산/육아,완구/매트,유아동퍼즐,기타유아동퍼즐
50001169,출산/육아,완구/매트,음악/악기놀이,
50004476,출산/육아,완구/매트,음악/악기놀이,나팔
50004477,출산/육아,완구/매트,음악/악기놀이,드럼
50004478,출산/육아,완구/매트,음악/악기놀이,마이크/노래방
50004479,출산/육아,완구/매트,음악/악기놀이,멜로디언/키보드
50004480,출산/육아,완구/매트,음악/악기놀이,실로폰
50004481,출산/육아,완구/매트,음악/악기놀이,악기세트
50004482,출산/육아,완구/매트,음악/악기놀이,피아노
50004649,출산/육아,완구/매트,음악/악기놀이,타악기
50004484,출산/육아,완구/매트,음악/악기놀이,기타음악/악기놀이
50000343,출산/육아,완구/매트,캐릭터카드/딱지,
50000137,출산/육아,신생아의류,,
50000526,출산/육아,신생아의류,레그/스패츠,
50000528,출산/육아,신생아의류,바디슈트/롬퍼,
50000529,출산/육아,신생아의류,배냇저고리,
50000530,출산/육아,신생아의류,손/발싸개,
50000531,출산/육아,신생아의류,신생아모자/보닛,
50000532,출산/육아,신생아의류,우주복,
50005306,출산/육아,신생아의류,가제손수건,
50005307,출산/육아,신생아의류,세트,
50000136,출산/육아,출산/돌기념품,,
50006990,출산/육아,출산/돌기념품,셀프촬영,
50006991,출산/육아,출산/돌기념품,셀프촬영,촬영의상
50006992,출산/육아,출산/돌기념품,셀프촬영,촬영소품
50006993,출산/육아,출산/돌기념품,돌잔치용품,
50006994,출산/육아,출산/돌기념품,돌잔치용품,상대여
50006995,출산/육아,출산/돌기념품,돌잔치용품,돌잔치소품
50006996,출산/육아,출산/돌기념품,돌잔치용품,행사용스티커
50006997,출산/육아,출산/돌기념품,돌잔치용품,답례품
50000518,출산/육아,출산/돌기념품,기저귀케이크,
50006988,출산/육아,출산/돌기념품,유치보관함,
50000519,출산/육아,출산/돌기념품,탯줄보관함,
50000520,출산/육아,출산/돌기념품,손발도장,
50000521,출산/육아,출산/돌기념품,탯줄도장,
50006989,출산/육아,출산/돌기념품,성장카드,
50000522,출산/육아,출산/돌기념품,성장앨범/액자,
50000524,출산/육아,출산/돌기념품,기타출산/돌기념품,
50000141,출산/육아,유아발육용품,,
50000367,출산/육아,유아발육용품,바운서/흔들침대,
50000368,출산/육아,유아발육용품,보행기,
50000369,출산/육아,유아발육용품,쏘서,
50000370,출산/육아,유아발육용품,점퍼루,
50007127,출산/육아,유아동 주얼리,,
50007132,출산/육아,유아동 주얼리,순금돌반지,
50007133,출산/육아,유아동 주얼리,순금주얼리,
50007128,출산/육아,유아동 주얼리,목걸이,
50007129,출산/육아,유아동 주얼리,귀걸이,
50007130,출산/육아,유아동 주얼리,팔찌,
50007131,출산/육아,유아동 주얼리,펜던트,
50007134,출산/육아,유아동 주얼리,주얼리세트,
50000144,출산/육아,교재/서적,,
50006386,출산/육아,교재/서적,유아동전집,
50006387,출산/육아,교재/서적,유아동전집,한글전집
50006388,출산/육아,교재/서적,유아동전집,수학전집
50006389,출산/육아,교재/서적,유아동전집,자연전집
50006390,출산/육아,교재/서적,유아동전집,영어전집
50006391,출산/육아,교재/서적,유아동전집,기타전집
50006392,출산/육아,교재/서적,학습교구,
50006393,출산/육아,교재/서적,학습교구,한글교구
50006394,출산/육아,교재/서적,학습교구,수학교구
50006395,출산/육아,교재/서적,학습교구,영어교구
50006396,출산/육아,교재/서적,학습교구,자연/과학교구
50006397,출산/육아,교재/서적,학습교구,미술교구
50006398,출산/육아,교재/서적,학습교구,기타교구
50000221,출산/육아,교재/서적,학습보드게임,
50000222,출산/육아,교재/서적,비디오/DVD,
50000143,출산/육아,인형,,
50000344,출산/육아,인형,봉제인형,
50000217,출산/육아,인형,캐릭터/패션인형,
50000218,출산/육아,인형,기타인형,
50000140,출산/육아,수영복/용품,,
50000361,출산/육아,수영복/용품,남아수영복,
50000362,출산/육아,수영복/용품,여아수영복,
50000363,출산/육아,수영복/용품,수경/수모/귀마개,
50000365,출산/육아,수영복/용품,수영가방/비치백,
50000006,식품,,,
50000145,식품,축산,,
50001170,식품,축산,돼지고기,
50004651,식품,축산,돼지고기,국내산돼지고기
50004652,식품,축산,돼지고기,수입산돼지고기
50001171,식품,축산,쇠고기,
50004653,식품,축산,쇠고기,국내산육우
50004654,식품,축산,쇠고기,한우
50004655,식품,축산,쇠고기,수입산쇠고기
50001172,식품,축산,닭고기,
50004656,식품,축산,닭고기,부위별닭고기
50004657,식품,축산,닭고기,생닭
50000279,식품,축산,오리고기,
50000280,식품,축산,양고기,
50001173,식품,축산,알류,
50004658,식품,축산,알류,달걀
50004659,식품,축산,알류,메추리알
50004660,식품,축산,알류,오리알
50002457,식품,축산,알류,훈제란
50001174,식품,축산,축산가공식품,
50004661,식품,축산,축산가공식품,갈비찜
50004662,식품,축산,축산가공식품,돈가스
50004663,식품,축산,축산가공식품,돈육훈제
50004664,식품,축산,축산가공식품,돼지양념육
50004665,식품,축산,축산가공식품,쇠고기양념육
50004666,식품,축산,축산가공식품,닭양념육
50004667,식품,축산,축산가공식품,오리양념육
50002456,식품,축산,축산가공식품,오리훈제
50004668,식품,축산,축산가공식품,떡갈비
50004669,식품,축산,축산가공식품,베이컨
50004670,식품,축산,축산가공식품,족발
50004673,식품,축산,축산가공식품,햄
50004674,식품,축산,축산가공식품,소시지
50004675,식품,축산,축산가공식품,순대
50004676,식품,축산,축산가공식품,육포
50004678,식품,축산,축산가공식품,삼계탕
50004679,식품,축산,축산가공식품,닭가공품
50004680,식품,축산,축산가공식품,오리가공품
50004681,식품,축산,축산가공식품,기타육가공
50000215,식품,축산,기타육류,
50000023,식품,건강식품,,
50001897,식품,건강식품,건강음료,
50007000,식품,건강식품,건강즙,
50007001,식품,건강식품,건강즙,양배추즙
50007002,식품,건강식품,건강즙,양파즙
50007003,식품,건강식품,건강즙,호박즙
50007004,식품,건강식품,건강즙,비트즙
50007005,식품,건강식품,건강즙,칡즙
50007006,식품,건강식품,건강즙,토마토즙
50007007,식품,건강식품,건강즙,기타건강즙
50001899,식품,건강식품,건강환/정,
50001090,식품,건강식품,비타민제,
50002425,식품,건강식품,비타민제,멀티비타민
50002426,식품,건강식품,비타민제,비타민A
50002427,식품,건강식품,비타민제,비타민B
50002428,식품,건강식품,비타민제,비타민C
50007042,식품,건강식품,비타민제,비타민D
50007043,식품,건강식품,비타민제,비타민E
50007044,식품,건강식품,비타민제,비오틴
50002429,식품,건강식품,비타민제,기타비타민
50001901,식품,건강식품,홍삼,
50001902,식품,건강식품,인삼,
50001091,식품,건강식품,한방재료,
50002430,식품,건강식품,한방재료,가시오가피
50002431,식품,건강식품,한방재료,감초
50002432,식품,건강식품,한방재료,계피
50002433,식품,건강식품,한방재료,구기자
50002434,식품,건강식품,한방재료,녹용
50002435,식품,건강식품,한방재료,산수유
50002436,식품,건강식품,한방재료,오미자
50002437,식품,건강식품,한방재료,헛개나무
50002438,식품,건강식품,한방재료,황기
50002622,식품,건강식품,한방재료,기타한방재료
50001905,식품,건강식품,꿀,
50001092,식품,건강식품,영양제,
50002439,식품,건강식품,영양제,로얄제리
50002440,식품,건강식품,영양제,엽산
50002441,식품,건강식품,영양제,아연
50002442,식품,건강식품,영양제,철분
50002443,식품,건강식품,영양제,칼슘
50002444,식품,건강식품,영양제,마그네슘
50002445,식품,건강식품,영양제,프로폴리스
50002446,식품,건강식품,영양제,글루코사민
50002447,식품,건강식품,영양제,오메가3
50002448,식품,건강식품,영양제,감마리놀렌산
50002608,식품,건강식품,영양제,루테인
50002609,식품,건강식품,영양제,스쿠알렌
50002610,식품,건강식품,영양제,쏘팔메토
50002612,식품,건강식품,영양제,키토산
50002613,식품,건강식품,영양제,환자식/영양보충식
50002614,식품,건강식품,영양제,효모
50002615,식품,건강식품,영양제,기타건강기능식품
50002616,식품,건강식품,영양제,알로에정/겔
50002617,식품,건강식품,영양제,코큐텐
50007030,식품,건강식품,영양제,프로바이오틱스
50007031,식품,건강식품,영양제,밀크씨슬
50007032,식품,건강식품,영양제,폴리코사놀
50007033,식품,건강식품,영양제,보스웰리아
50007034,식품,건강식품,영양제,셀레늄
50007035,식품,건강식품,영양제,칼륨
50007036,식품,건강식품,영양제,MSM
50002620,식품,건강식품,영양제,스피루리나
50002621,식품,건강식품,영양제,클로렐라
50007218,식품,건강식품,영양제,프리바이오틱스
50007008,식품,건강식품,과일즙,
50007009,식품,건강식품,과일즙,석류즙
50007010,식품,건강식품,과일즙,사과즙
50007011,식품,건강식품,과일즙,포도즙
50007012,식품,건강식품,과일즙,아로니아즙
50007013,식품,건강식품,과일즙,배즙
50007014,식품,건강식품,과일즙,블루베리즙
50007015,식품,건강식품,과일즙,기타과일즙
50001900,식품,건강식품,건강분말,
50000159,식품,수산,,
50001175,식품,수산,생선,
50004682,식품,수산,생선,갈치
50004683,식품,수산,생선,고등어
50004684,식품,수산,생선,굴비
50004685,식품,수산,생선,장어
50004686,식품,수산,생선,옥돔
50004687,식품,수산,생선,조기
50004688,식품,수산,생선,참치
50004689,식품,수산,생선,동태
50004690,식품,수산,생선,초밥재료
50004691,식품,수산,생선,홍어
50004692,식품,수산,생선,생선회
50004693,식품,수산,생선,연어/훈제연어
50004694,식품,수산,생선,기타생선
50001176,식품,수산,김/해초,
50004695,식품,수산,김/해초,김
50004696,식품,수산,김/해초,다시마
50004697,식품,수산,김/해초,매생이
50004698,식품,수산,김/해초,미역
50004699,식품,수산,김/해초,해초샐러드
50004700,식품,수산,김/해초,기타해초
50001049,식품,수산,해산물/어패류,
50004701,식품,수산,해산물/어패류,전복
50004702,식품,수산,해산물/어패류,새우
50004703,식품,수산,해산물/어패류,소라
50004704,식품,수산,해산물/어패류,골뱅이
50004706,식품,수산,해산물/어패류,낙지
50004707,식품,수산,해산물/어패류,문어
50004708,식품,수산,해산물/어패류,주꾸미
50004709,식품,수산,해산물/어패류,조개
50007077,식품,수산,해산물/어패류,가리비
50004710,식품,수산,해산물/어패류,오징어
50004711,식품,수산,해산물/어패류,꽃게
50007076,식품,수산,해산물/어패류,대게/홍게
50004712,식품,수산,해산물/어패류,킹크랩
50004713,식품,수산,해산물/어패류,바닷가재
50004714,식품,수산,해산물/어패류,굴
50004715,식품,수산,해산물/어패류,꼬막
50004716,식품,수산,해산물/어패류,홍합
50004717,식품,수산,해산물/어패류,멍게
50004719,식품,수산,해산물/어패류,해삼
50004720,식품,수산,해산물/어패류,날치알
50004726,식품,수산,해산물/어패류,기타해산물
50001050,식품,수산,젓갈,
50004727,식품,수산,젓갈,명란젓
50004728,식품,수산,젓갈,새우젓
50004729,식품,수산,젓갈,오징어젓
50004730,식품,수산,젓갈,낙지젓
50004731,식품,수산,젓갈,조개젓
50004732,식품,수산,젓갈,창난젓
50004733,식품,수산,젓갈,토하젓
50004734,식품,수산,젓갈,게장
50002458,식품,수산,젓갈,대하장
50004735,식품,수산,젓갈,젓갈선물세트
50004736,식품,수산,젓갈,기타젓갈
50001051,식품,수산,건어물,
50004737,식품,수산,건어물,멸치
50004738,식품,수산,건어물,쥐포
50004739,식품,수산,건어물,오징어
50004740,식품,수산,건어물,한치
50004741,식품,수산,건어물,문어
50004742,식품,수산,건어물,건새우
50004743,식품,수산,건어물,과메기
50004744,식품,수산,건어물,노가리
50004746,식품,수산,건어물,진미채
50004747,식품,수산,건어물,황태
50004748,식품,수산,건어물,기타건어물
50000160,식품,농산물,,
50001052,식품,농산물,쌀,
50004749,식품,농산물,쌀,백미
50004750,식품,농산물,쌀,찹쌀
50004751,식품,농산물,쌀,현미
50004752,식품,농산물,쌀,흑미
50004754,식품,농산물,쌀,기능성쌀
50001053,식품,농산물,잡곡/혼합곡,
50004755,식품,농산물,잡곡/혼합곡,보리
50002148,식품,농산물,잡곡/혼합곡,율무
50002149,식품,농산물,잡곡/혼합곡,녹두
50002150,식품,농산물,잡곡/혼합곡,들깨
50002151,식품,농산물,잡곡/혼합곡,참깨
50002152,식품,농산물,잡곡/혼합곡,메밀
50002153,식품,농산물,잡곡/혼합곡,옥수수
50002154,식품,농산물,잡곡/혼합곡,수수
50002155,식품,농산물,잡곡/혼합곡,기장
50002156,식품,농산물,잡곡/혼합곡,콩
50002157,식품,농산물,잡곡/혼합곡,팥
50002158,식품,농산물,잡곡/혼합곡,혼합곡
50002159,식품,농산물,잡곡/혼합곡,기타잡곡
50000960,식품,농산물,과일,
50002178,식품,농산물,과일,천혜향
50002179,식품,농산물,과일,한라봉
50002180,식품,농산물,과일,포도
50002183,식품,농산물,과일,복숭아
50002184,식품,농산물,과일,리치
50002185,식품,농산물,과일,체리
50002186,식품,농산물,과일,레몬
50002187,식품,농산물,과일,망고
50002181,식품,농산물,과일,자두
50002188,식품,농산물,과일,바나나
50002189,식품,농산물,과일,석류
50002190,식품,농산물,과일,오렌지
50002191,식품,농산물,과일,자몽
50002192,식품,농산물,과일,파인애플
50007220,식품,농산물,과일,아보카도
50002193,식품,농산물,과일,기타과일
50002194,식품,농산물,과일,과일바구니
50002195,식품,농산물,과일,혼합과일세트
50002160,식품,농산물,과일,사과
50002161,식품,농산물,과일,배
50002162,식품,농산물,과일,토마토
50002163,식품,농산물,과일,감귤
50002164,식품,농산물,과일,딸기
50002167,식품,농산물,과일,감
50002169,식품,농산물,과일,매실
50002170,식품,농산물,과일,멜론
50002172,식품,농산물,과일,복분자
50002173,식품,농산물,과일,블루베리
50002175,식품,농산물,과일,수박
50002176,식품,농산물,과일,키위/참다래
50002177,식품,농산물,과일,참외
50001077,식품,농산물,채소,
50002211,식품,농산물,채소,쌈채소
50002212,식품,농산물,채소,시금치
50002214,식품,농산물,채소,고구마
50002215,식품,농산물,채소,감자
50002216,식품,농산물,채소,당근
50002217,식품,농산물,채소,더덕
50002218,식품,농산물,채소,도라지
50002220,식품,농산물,채소,연근
50002221,식품,농산물,채소,우엉
50002222,식품,농산물,채소,무
50002223,식품,농산물,채소,열무
50002224,식품,농산물,채소,마
50002226,식품,농산물,채소,부추
50002227,식품,농산물,채소,피망/파프리카
50002228,식품,농산물,채소,새싹채소
50002229,식품,농산물,채소,아스파라거스
50002231,식품,농산물,채소,죽순
50002233,식품,농산물,채소,알로에
50002460,식품,농산물,채소,브로콜리
50002461,식품,농산물,채소,건나물
50002462,식품,농산물,채소,산나물
50002463,식품,농산물,채소,삶은나물
50002234,식품,농산물,채소,기타채소류
50002196,식품,농산물,채소,오이
50002197,식품,농산물,채소,애호박
50002198,식품,농산물,채소,단호박
50002199,식품,농산물,채소,가지
50002200,식품,농산물,채소,양파
50002201,식품,농산물,채소,대파
50002202,식품,농산물,채소,쪽파
50002203,식품,농산물,채소,마늘
50002204,식품,농산물,채소,고추
50002205,식품,농산물,채소,버섯
50002206,식품,농산물,채소,생강
50002207,식품,농산물,채소,배추
50002209,식품,농산물,채소,상추
50001078,식품,농산물,견과류,
50002235,식품,농산물,견과류,호두
50002236,식품,농산물,견과류,땅콩
50002237,식품,농산물,견과류,밤
50002238,식품,농산물,견과류,대추
50002239,식품,농산물,견과류,은행
50002240,식품,농산물,견과류,아몬드
50002241,식품,농산물,견과류,잣
50002242,식품,농산물,견과류,캐슈너트
50002243,식품,농산물,견과류,해바라기씨
50002244,식품,농산물,견과류,마카다미아
50002245,식품,농산물,견과류,피스타치오
50002246,식품,농산물,견과류,피칸
50002247,식품,농산물,견과류,호박씨
50002249,식품,농산물,견과류,기타견과류
50001093,식품,농산물,건과류,
50002452,식품,농산물,건과류,건자두
50002453,식품,농산물,건과류,건포도
50002454,식품,농산물,건과류,곶감
50002455,식품,농산물,건과류,기타건과류
50002449,식품,농산물,건과류,감말랭이
50002450,식품,농산물,건과류,건망고
50002451,식품,농산물,건과류,건바나나
50000146,식품,반찬,,
50002015,식품,반찬,절임류,
50002016,식품,반찬,조림류,
50002017,식품,반찬,반찬세트,
50001916,식품,반찬,장아찌,
50001917,식품,반찬,장조림,
50002018,식품,반찬,기타반찬류,
50000147,식품,김치,,
50002019,식품,김치,포기김치,
50002020,식품,김치,갓김치,
50002021,식품,김치,총각김치,
50002022,식품,김치,깍두기,
50002023,식품,김치,겉절이,
50002024,식품,김치,나박김치,
50002025,식품,김치,동치미,
50002026,식품,김치,묵은지,
50002027,식품,김치,백김치,
50002028,식품,김치,열무김치,
50002029,식품,김치,파김치,
50002030,식품,김치,별미김치,
50002031,식품,김치,절임배추,
50000148,식품,음료,,
50002032,식품,음료,생수,
50002033,식품,음료,탄산수,
50001079,식품,음료,청량/탄산음료,
50002250,식품,음료,청량/탄산음료,과즙탄산음료
50002251,식품,음료,청량/탄산음료,에이드음료
50002252,식품,음료,청량/탄산음료,무알콜음료
